color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,173.0,117.0,153.0,734.0,35000.0,46280507.0,Comedy|Romance,87165,49743,0.0,184.0,English,USA,PG-13,40000000.0,2014.0,11000.0,6.5,1.85,12000
Color,99.0,112.0,61.0,501.0,1000.0,38360195.0,Adventure|Comedy|Drama,21215,3757,1.0,116.0,English,USA,PG-13,45000000.0,2006.0,976.0,6.4,2.35,0
Color,42.0,111.0,161.0,132.0,11000.0,46815748.0,Action|Adventure|Crime|Thriller,32544,12161,1.0,69.0,English,USA,PG-13,45000000.0,1994.0,894.0,6.3,2.35,0
Color,25.0,96.0,0.0,563.0,1000.0,35617599.0,Drama|Family|Fantasy,20688,2965,1.0,47.0,English,USA,PG,45000000.0,1995.0,845.0,5.9,1.85,0
 Black and White,339.0,141.0,0.0,404.0,749.0,47307550.0,Crime|Drama|Thriller,104301,1948,4.0,269.0,English,USA,R,45000000.0,2012.0,463.0,6.5,2.35,28000
Color,127.0,94.0,160.0,167.0,550.0,32003620.0,Action|Crime|Thriller,79141,1102,1.0,355.0,English,USA,PG-13,25000000.0,2004.0,216.0,6.5,2.35,2000
Color,122.0,87.0,29.0,252.0,427.0,27972410.0,Action|Adventure|Comedy,114692,1461,1.0,285.0,English,UK,PG,35000000.0,2003.0,304.0,6.1,1.85,2000
Color,105.0,88.0,8.0,8000.0,12000.0,28133159.0,Adventure|Animation|Comedy|Family|Fantasy,30055,33822,1.0,70.0,English,USA,PG,50000000.0,2006.0,11000.0,5.9,1.85,593
Color,144.0,177.0,0.0,202.0,913.0,27400000.0,Action|Adventure|Sci-Fi,97087,2449,3.0,569.0,English,USA,PG-13,40000000.0,1984.0,362.0,6.6,2.35,11000
Color,156.0,133.0,278.0,107.0,5000.0,24343673.0,Drama|Fantasy|Musical|Romance,91860,5405,0.0,524.0,English,USA,PG-13,45000000.0,2007.0,117.0,7.4,2.35,14000
Color,323.0,119.0,0.0,10000.0,29000.0,22877808.0,Drama|Romance,152591,53895,0.0,414.0,English,USA,R,35000000.0,2008.0,14000.0,7.3,2.35,0
Color,199.0,102.0,503.0,795.0,13000.0,36883539.0,Action|Crime|Drama|Thriller,112769,15053,2.0,305.0,English,Germany,PG-13,52000000.0,2006.0,929.0,6.6,2.35,0
Color,164.0,101.0,326.0,510.0,14000.0,22531698.0,Action|Adventure|Sci-Fi|Thriller,81523,15990,0.0,214.0,English,France,PG-13,70000000.0,2008.0,844.0,5.6,2.35,0
Color,39.0,91.0,29.0,322.0,2000.0,20400913.0,Action|Comedy|Crime|Drama|Thriller,15455,3855,1.0,80.0,English,USA,R,45000000.0,1996.0,461.0,5.3,1.85,451
Color,43.0,117.0,11000.0,451.0,905.0,20101861.0,Comedy|Romance|Sci-Fi,24757,2348,0.0,81.0,English,USA,PG-13,45000000.0,1996.0,484.0,6.0,2.35,0
Color,82.0,86.0,13.0,553.0,1000.0,25200412.0,Adventure|Comedy|Family|Fantasy|Sci-Fi,16580,3423,3.0,55.0,English,USA,PG,45000000.0,2009.0,701.0,5.4,1.85,916
Color,150.0,124.0,0.0,19.0,723.0,19719930.0,Crime|Drama|Mystery|Thriller,42621,793,0.0,531.0,English,USA,R,45000000.0,2001.0,44.0,6.8,2.35,0
Color,168.0,134.0,38.0,2000.0,11000.0,19377727.0,Comedy|Musical,35140,24351,3.0,409.0,English,USA,PG-13,45000000.0,2005.0,8000.0,6.4,2.35,0
Color,432.0,95.0,38.0,20.0,409.0,13401683.0,Action|Sci-Fi,203461,578,0.0,588.0,English,UK,R,35000000.0,2012.0,107.0,7.1,2.35,46000
Color,60.0,100.0,23.0,579.0,1000.0,17300889.0,Action|Adventure|Comedy|Fantasy,27648,3855,0.0,148.0,English,Australia,PG,45000000.0,1996.0,642.0,4.9,2.35,0
Color,85.0,220.0,0.0,820.0,13000.0,15527125.0,Drama|Romance|Western,11388,15006,2.0,183.0,English,USA,PG-13,57000000.0,2000.0,861.0,5.8,2.35,652
 Black and White,83.0,212.0,0.0,805.0,12000.0,13560960.0,Biography|Drama|History,23996,21130,0.0,161.0,English,USA,R,50000000.0,1995.0,5000.0,7.1,2.35,915
Color,343.0,128.0,2000.0,501.0,854.0,15523168.0,Mystery|Thriller,132423,2507,2.0,349.0,English,France,PG-13,45000000.0,2010.0,766.0,7.2,2.35,15000
Color,106.0,106.0,208.0,855.0,3000.0,11146409.0,Action|Adventure|Horror|Sci-Fi,26551,6558,0.0,273.0,English,USA,R,45000000.0,1998.0,1000.0,6.0,2.35,0
Color,158.0,160.0,0.0,826.0,23000.0,7916887.0,Action|Crime|Drama|Thriller|War,15697,26982,0.0,182.0,English,USA,R,45000000.0,2008.0,1000.0,6.0,2.35,0
Color,189.0,114.0,611.0,10.0,879.0,6565495.0,Drama|Romance,36455,949,2.0,229.0,Mandarin,China,R,45000000.0,2006.0,52.0,7.0,2.35,0
Color,125.0,99.0,15.0,61.0,12000.0,15279680.0,Action|Crime|Thriller,48245,12166,1.0,154.0,English,USA,R,40000000.0,2008.0,68.0,5.4,1.85,0
Color,87.0,74.0,188.0,865.0,11000.0,7262288.0,Comedy|Crime|Thriller,17307,13917,2.0,186.0,English,USA,PG-13,40000000.0,2002.0,1000.0,6.5,1.85,892
Color,115.0,139.0,179.0,50.0,267.0,4584886.0,Drama|Romance,19114,538,0.0,115.0,English,USA,R,45000000.0,2007.0,202.0,6.4,2.35,0
Color,23.0,52.0,,114.0,164.0,,Drama|Fantasy|Horror|Mystery,15762,654,9.0,47.0,French,France,TV-MA,,,116.0,8.3,16.0,17000
Color,24.0,103.0,170.0,269.0,849.0,2154540.0,Action|Thriller,3803,2457,2.0,41.0,English,USA,R,45000000.0,1997.0,623.0,4.9,2.35,68
Color,152.0,101.0,32.0,104.0,219.0,8129455.0,Action|Adventure|Comedy|Crime,89568,661,1.0,142.0,English,USA,PG,45000000.0,2011.0,141.0,6.3,2.35,17000
Color,12.0,91.0,11.0,500.0,719.0,,Action|Animation|Comedy|Family|Fantasy,4377,3090,0.0,66.0,English,USA,PG,65000000.0,2012.0,611.0,1.7,,0
Color,656.0,130.0,0.0,650.0,1000.0,136019448.0,Biography|Drama|History|Thriller,452465,3133,1.0,695.0,English,USA,R,44500000.0,2012.0,660.0,7.7,2.35,89000
Color,119.0,130.0,99.0,812.0,11000.0,183875760.0,Action|Adventure|Crime|Drama|Mystery|Thriller,213668,13357,1.0,270.0,English,USA,PG-13,44000000.0,1993.0,1000.0,7.8,1.85,0
Color,161.0,110.0,72.0,789.0,18000.0,67061228.0,Action|Comedy|Romance,96565,21554,1.0,135.0,English,USA,PG-13,40000000.0,2010.0,1000.0,5.5,2.35,0
 Black and White,73.0,147.0,272.0,893.0,22000.0,53300852.0,Crime|Drama|Thriller,154487,37076,3.0,259.0,English,USA,R,44000000.0,1996.0,11000.0,7.5,2.35,0
Color,96.0,96.0,170.0,668.0,13000.0,150415432.0,Action|Adventure|Thriller|War,117606,15662,0.0,217.0,English,USA,R,44000000.0,1985.0,738.0,6.4,2.35,0
Color,28.0,118.0,13.0,643.0,23000.0,44834712.0,Drama|Thriller,13995,26907,1.0,62.0,English,USA,R,44000000.0,1996.0,2000.0,5.6,2.35,353
Color,105.0,88.0,3.0,40.0,1000.0,84300000.0,Animation|Family|Fantasy|Musical,90360,1178,0.0,147.0,English,USA,Approved,2600000.0,1940.0,48.0,7.5,1.37,0
Color,102.0,325.0,517.0,678.0,12000.0,1500000.0,Adventure|Drama|Western,9830,14255,0.0,189.0,English,USA,R,44000000.0,1980.0,849.0,6.8,2.35,1000
Color,206.0,102.0,235.0,520.0,956.0,62318875.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,156225,2998,1.0,502.0,English,USA,R,50000000.0,2006.0,845.0,6.8,2.35,0
Color,159.0,110.0,118.0,287.0,11000.0,5773519.0,Drama|Horror|Sci-Fi|Thriller,28618,12876,2.0,91.0,English,USA,PG-13,40000000.0,2015.0,1000.0,6.0,2.35,11000
Color,137.0,136.0,835.0,225.0,670.0,51768623.0,Drama,73006,1801,1.0,297.0,English,USA,PG-13,43000000.0,2000.0,370.0,7.3,2.35,0
Color,116.0,103.0,84.0,664.0,12000.0,37035515.0,Comedy|Drama,34597,23864,1.0,194.0,English,USA,PG-13,43000000.0,2000.0,10000.0,6.0,1.37,0
Color,177.0,103.0,255.0,5000.0,11000.0,24520892.0,Action|Crime|Drama|Thriller,85198,22383,1.0,303.0,English,France,R,45000000.0,2005.0,5000.0,7.0,2.35,0
Color,99.0,90.0,16.0,16.0,44.0,24430272.0,Comedy|Romance,46158,132,3.0,403.0,English,USA,R,43000000.0,2002.0,28.0,5.1,1.85,0
Color,56.0,154.0,521.0,957.0,10000.0,158348400.0,Drama|Mystery|Thriller,88844,14244,0.0,142.0,English,USA,R,42000000.0,1993.0,1000.0,6.8,1.85,0
Color,117.0,99.0,23.0,135.0,405.0,31136950.0,Drama|Fantasy|Romance,47364,1066,1.0,75.0,English,USA,PG-13,44000000.0,2010.0,268.0,6.5,2.35,0
Color,252.0,93.0,165.0,350.0,26000.0,29113588.0,Action|Crime|Thriller,117999,27834,0.0,181.0,English,USA,R,40000000.0,2011.0,956.0,6.6,2.35,16000
Color,375.0,109.0,97.0,839.0,17000.0,138447667.0,Action|Comedy|Crime,408302,19968,2.0,345.0,English,USA,R,42000000.0,2012.0,971.0,7.2,2.35,39000
Color,150.0,124.0,50.0,427.0,8000.0,116006080.0,Comedy|Drama|Romance,203269,9255,1.0,602.0,English,UK,PG-13,42000000.0,1999.0,437.0,7.0,2.35,11000
Color,187.0,84.0,91.0,206.0,579.0,106793915.0,Adventure|Animation|Comedy|Drama|Family,140499,1817,0.0,358.0,English,UK,G,45000000.0,2000.0,530.0,7.0,1.85,0
Color,108.0,90.0,29.0,650.0,22000.0,87856565.0,Comedy|Romance,106909,24534,1.0,268.0,English,USA,PG-13,42000000.0,2004.0,923.0,5.9,1.85,0
Color,21.0,117.0,71.0,547.0,723.0,70100000.0,Comedy|Drama|Romance,20183,3841,1.0,41.0,English,USA,R,40000000.0,1992.0,558.0,5.4,1.85,0
Color,270.0,123.0,176.0,749.0,975.0,159578352.0,Action|Comedy|Crime,133177,4825,7.0,380.0,English,USA,R,43000000.0,2013.0,815.0,6.6,2.35,24000
Color,72.0,251.0,311.0,595.0,940.0,57750000.0,Biography|Drama|History|Romance,21554,2957,2.0,192.0,English,UK,Approved,31115000.0,1963.0,726.0,7.0,2.2,0
Color,154.0,105.0,153.0,491.0,4000.0,45290318.0,Action|Comedy|Sport,74169,6727,2.0,112.0,English,USA,PG,42000000.0,2012.0,828.0,6.5,1.85,17000
Color,114.0,115.0,73.0,505.0,11000.0,41543207.0,Crime|Drama|Mystery|Thriller,30077,15571,1.0,175.0,English,USA,PG-13,42000000.0,2002.0,3000.0,6.3,2.35,893
Color,27.0,122.0,0.0,292.0,12000.0,41252428.0,Comedy|Drama|Romance,11453,13716,0.0,71.0,English,USA,PG-13,42000000.0,1996.0,592.0,6.5,1.85,0
Color,166.0,119.0,89.0,395.0,650.0,35228696.0,Drama|Horror|Mystery|Thriller,63677,1651,0.0,460.0,English,USA,PG-13,32000000.0,2002.0,537.0,6.5,2.35,0
Color,288.0,81.0,119.0,412.0,468.0,59992760.0,Comedy,119622,2134,1.0,396.0,English,USA,R,42000000.0,2009.0,442.0,5.8,1.85,0
Color,117.0,133.0,46.0,275.0,683.0,34667015.0,Action|Adventure|Thriller,74009,2371,0.0,317.0,English,UK,PG-13,32000000.0,1989.0,349.0,6.6,2.35,0
Color,291.0,100.0,308.0,913.0,10000.0,37652565.0,Fantasy|Horror|Mystery|Thriller,91151,15369,2.0,283.0,English,USA,PG-13,42000000.0,2011.0,2000.0,5.4,2.35,20000
Color,151.0,120.0,17.0,808.0,22000.0,24375436.0,Action|Crime|Drama|Thriller,42547,33585,1.0,265.0,English,USA,R,42000000.0,2001.0,9000.0,6.1,2.35,748
Color,36.0,104.0,5.0,687.0,5000.0,20915465.0,Adventure|Comedy|Family|Fantasy|Sci-Fi,38203,7723,0.0,290.0,English,UK,PG,42000000.0,1993.0,922.0,4.0,1.85,0
Color,168.0,122.0,487.0,16.0,12000.0,24127895.0,Crime|Drama|Thriller,248123,12076,2.0,437.0,English,USA,R,50000000.0,2005.0,43.0,7.6,2.35,10000
 Black and White,283.0,80.0,611.0,576.0,5000.0,84961.0,Action|Adventure|History,149414,6229,4.0,841.0,Mandarin,China,PG-13,31000000.0,2002.0,643.0,7.9,2.35,0
Color,127.0,91.0,30.0,497.0,922.0,26404753.0,Action|Comedy|Crime|Romance|Thriller,34203,3301,1.0,169.0,English,USA,PG-13,40000000.0,2012.0,786.0,5.3,2.35,19000
Color,293.0,112.0,133.0,365.0,11000.0,6105175.0,Comedy,247020,12239,4.0,835.0,English,USA,R,44000000.0,2014.0,392.0,6.6,2.35,50000
Color,95.0,100.0,19.0,433.0,624.0,5664251.0,Action|Fantasy|Western,22309,2056,1.0,102.0,English,New Zealand,R,45000000.0,2010.0,489.0,6.3,2.35,0
 Black and White,4.0,30.0,,253.0,870.0,,Comedy|War,1558,1610,1.0,18.0,English,USA,TV-G,,,284.0,7.5,4.0,455
Color,213.0,105.0,0.0,52.0,1000.0,1260917.0,Action|Comedy|Crime,24657,1342,4.0,71.0,French,France,R,27000000.0,2009.0,172.0,7.2,2.35,0
Color,119.0,110.0,161.0,196.0,1000.0,116724075.0,Drama|Music,187181,1954,0.0,564.0,English,USA,R,41000000.0,2002.0,418.0,7.0,2.35,0
Color,9.0,101.0,326.0,6.0,326.0,,Adventure|Animation|Comedy|Family,590,488,0.0,5.0,French,France,,,2015.0,152.0,4.9,,161
Color,167.0,144.0,241.0,996.0,13000.0,56083966.0,Action|Adventure|Romance,137003,18761,1.0,658.0,English,USA,PG-13,65000000.0,2001.0,3000.0,6.9,2.35,0
Color,98.0,108.0,4.0,96.0,687.0,22108977.0,Action|Comedy|Fantasy,29861,1134,1.0,132.0,English,Hong Kong,PG-13,41000000.0,2003.0,312.0,5.2,2.35,505
Color,234.0,107.0,0.0,766.0,13000.0,293501675.0,Drama|Mystery|Thriller,704766,17540,0.0,2073.0,English,USA,PG-13,40000000.0,1999.0,3000.0,8.1,1.85,14000
Color,258.0,102.0,20.0,54.0,107.0,18600911.0,Action|Crime|Thriller,125198,362,6.0,153.0,English,USA,PG-13,42000000.0,2012.0,81.0,6.6,2.35,11000
Color,108.0,100.0,64.0,296.0,734.0,7204138.0,Comedy,34809,2085,0.0,125.0,English,USA,PG,41000000.0,2011.0,574.0,6.2,2.35,11000
Color,81.0,126.0,80.0,225.0,668.0,90800000.0,Action|Drama|Family|Sport,126907,2004,0.0,235.0,English,USA,PG,8000000.0,1984.0,641.0,7.2,1.85,0
Color,538.0,138.0,737.0,14000.0,34000.0,150117807.0,Crime|Drama,358416,83012,5.0,751.0,English,USA,R,40000000.0,2013.0,23000.0,7.3,2.35,63000
Color,224.0,108.0,98.0,723.0,16000.0,163947053.0,Comedy|Drama|Romance,227824,18656,1.0,273.0,English,USA,PG-13,40000000.0,2009.0,896.0,6.7,2.35,10000
Color,129.0,105.0,78.0,298.0,984.0,116735231.0,Crime|Mystery|Thriller,56646,2129,0.0,336.0,English,USA,R,70000000.0,1999.0,489.0,6.4,2.35,0
Color,125.0,108.0,0.0,690.0,1000.0,118500000.0,Adventure|Comedy|Sci-Fi,340085,3660,0.0,327.0,English,USA,PG,40000000.0,1989.0,869.0,7.8,1.85,12000
Color,433.0,89.0,0.0,903.0,19000.0,126546825.0,Action|Sci-Fi|Thriller,327367,32325,0.0,918.0,English,France,R,40000000.0,2014.0,11000.0,6.4,2.35,83000
Color,362.0,129.0,456.0,716.0,1000.0,166147885.0,Drama|Romance,220020,4585,0.0,1360.0,English,USA,R,40000000.0,2015.0,935.0,4.1,2.35,101000
Color,93.0,84.0,0.0,2000.0,13000.0,111760631.0,Action|Adventure|Comedy|Family|Sci-Fi,40227,22935,3.0,188.0,English,USA,PG,38000000.0,2003.0,4000.0,4.1,1.85,681
Color,71.0,149.0,541.0,1000.0,18000.0,108706165.0,Crime|Drama|Thriller,99558,31349,3.0,236.0,English,USA,R,40000000.0,1996.0,11000.0,7.4,2.35,0
Color,104.0,94.0,189.0,597.0,3000.0,138614544.0,Comedy|Family,75152,7014,15.0,288.0,English,USA,PG,40000000.0,2003.0,2000.0,5.8,1.85,0
Color,319.0,121.0,532.0,127.0,480.0,125069696.0,Action|Biography|Drama|Thriller|War,203963,1261,0.0,420.0,English,USA,R,40000000.0,2013.0,449.0,7.6,2.35,58000
 Black and White,41.0,128.0,545.0,251.0,15000.0,107458785.0,Comedy|Drama|Sport,71754,16751,3.0,166.0,English,USA,PG,40000000.0,1992.0,923.0,7.2,2.35,0
Color,300.0,134.0,0.0,336.0,1000.0,102310175.0,Horror|Mystery|Thriller,64989,2676,0.0,279.0,English,USA,R,40000000.0,2016.0,575.0,7.8,2.35,40000
Color,556.0,120.0,21000.0,81.0,10000.0,96917897.0,Biography|Drama,479453,10555,0.0,696.0,English,USA,PG-13,40000000.0,2010.0,349.0,7.7,2.35,74000
Color,161.0,129.0,42.0,49.0,97.0,93952276.0,Comedy|Drama|Romance,132048,318,7.0,203.0,English,USA,PG-13,40000000.0,2009.0,50.0,6.4,2.35,12000
Color,151.0,89.0,119.0,807.0,2000.0,90703745.0,Comedy,93748,5855,8.0,410.0,English,USA,PG-13,45000000.0,2006.0,869.0,5.1,1.85,1000
Color,212.0,116.0,0.0,71.0,287.0,89138076.0,Horror|Mystery,98535,600,4.0,734.0,English,USA,R,40000000.0,2000.0,157.0,5.5,2.35,0
Color,111.0,118.0,0.0,690.0,1000.0,87666629.0,Adventure|Comedy|Sci-Fi|Western,283480,3986,0.0,263.0,English,USA,PG,40000000.0,1990.0,869.0,7.4,1.37,0
Color,173.0,107.0,164.0,723.0,8000.0,90353764.0,Comedy|Crime,85629,12556,2.0,144.0,English,USA,R,40000000.0,2015.0,2000.0,6.0,1.85,14000
Color,181.0,155.0,0.0,10000.0,18000.0,82522790.0,Fantasy|Horror|Romance,143835,42220,0.0,654.0,English,USA,R,40000000.0,1992.0,12000.0,7.5,1.85,14000
Color,252.0,123.0,0.0,923.0,11000.0,94125426.0,Biography|Drama|Romance,79264,13321,2.0,277.0,English,USA,PG-13,40000000.0,2009.0,935.0,7.0,1.85,13000
Color,216.0,128.0,241.0,898.0,11000.0,95001343.0,Biography|Drama|Sport,66511,16911,0.0,200.0,English,USA,PG-13,40000000.0,2013.0,3000.0,7.5,2.35,28000
Color,203.0,139.0,333.0,1000.0,22000.0,81292135.0,Crime|Drama|Thriller,137891,36810,1.0,696.0,English,USA,R,40000000.0,1999.0,13000.0,7.3,1.85,0
Color,218.0,109.0,101.0,839.0,13000.0,86208010.0,Comedy,97045,16179,1.0,285.0,English,USA,PG-13,35000000.0,2014.0,899.0,5.7,1.85,55000
Color,118.0,120.0,155.0,249.0,23000.0,81593527.0,Adventure|Drama|Family,48806,24300,1.0,263.0,English,USA,PG,40000000.0,2006.0,984.0,7.3,2.35,11000
Color,241.0,121.0,278.0,808.0,22000.0,75274748.0,Comedy|Drama,130661,36010,2.0,304.0,English,USA,PG-13,35000000.0,2015.0,11000.0,7.2,1.85,54000
Color,119.0,102.0,167.0,655.0,2000.0,90835030.0,Action|Comedy,28621,5178,0.0,58.0,English,USA,PG-13,40000000.0,2016.0,874.0,5.9,2.35,0
Color,89.0,117.0,0.0,322.0,855.0,72455275.0,Action|Adventure|Drama|Romance|War,113068,2144,1.0,382.0,English,USA,R,40000000.0,1992.0,363.0,7.8,2.35,0
Color,209.0,178.0,138.0,748.0,904.0,75305995.0,Biography|Drama|Music,110394,5074,0.0,433.0,English,USA,PG-13,40000000.0,2004.0,876.0,7.7,1.85,0
 Black and White,374.0,147.0,436.0,175.0,3000.0,74098862.0,Crime|Thriller,656640,3924,1.0,1732.0,English,USA,R,40000000.0,2005.0,472.0,8.1,1.85,13000
Color,235.0,90.0,38.0,882.0,2000.0,72266306.0,Crime|Drama|Mystery|Thriller,127528,6775,4.0,422.0,English,USA,PG-13,40000000.0,2008.0,897.0,6.6,2.35,0
Color,215.0,105.0,29.0,257.0,24000.0,71347010.0,Comedy|Romance,166194,28928,2.0,215.0,English,USA,R,40000000.0,2009.0,4000.0,7.1,1.85,0
Color,109.0,114.0,101.0,398.0,700.0,70836296.0,Comedy|Drama|Fantasy|Romance,109445,2842,2.0,426.0,English,USA,PG-13,40000000.0,2001.0,655.0,5.9,1.85,0
 Black and White,125.0,206.0,0.0,4.0,433.0,70405498.0,Drama|History|Thriller,113472,698,1.0,442.0,English,France,R,40000000.0,1991.0,256.0,8.0,2.35,0
Color,65.0,99.0,14.0,633.0,17000.0,70163652.0,Comedy|Crime,31968,19334,0.0,82.0,English,USA,PG-13,40000000.0,2006.0,826.0,4.6,1.85,663
Color,125.0,123.0,563.0,8000.0,24000.0,66808615.0,Adventure|Comedy|Crime|Romance,87351,43917,0.0,344.0,English,USA,R,34000000.0,2001.0,11000.0,6.1,2.35,2000
Color,322.0,137.0,11000.0,465.0,769.0,115603980.0,Biography|Drama|Sport|War,103589,2938,0.0,351.0,English,USA,PG-13,65000000.0,2014.0,698.0,7.2,2.35,35000
Color,191.0,102.0,23.0,651.0,2000.0,64149837.0,Comedy|Drama|Family|Fantasy|Romance,146899,7009,1.0,185.0,English,USA,PG-13,20000000.0,2009.0,2000.0,6.4,2.35,0
Color,191.0,109.0,415.0,119.0,982.0,83906114.0,Comedy|Romance,104481,2357,2.0,189.0,English,USA,PG-13,40000000.0,2014.0,971.0,6.0,2.35,16000
Color,221.0,82.0,160.0,748.0,164000.0,66466372.0,Horror,75345,303717,0.0,290.0,English,USA,R,40000000.0,2009.0,137000.0,5.2,2.35,0
Color,459.0,142.0,14000.0,423.0,15000.0,72306065.0,Drama|History|Thriller,178118,16944,0.0,355.0,English,USA,PG-13,40000000.0,2015.0,535.0,7.6,2.35,55000
Color,131.0,106.0,212.0,389.0,578.0,59068786.0,Action|Drama|Thriller|War,86902,2544,2.0,411.0,English,USA,PG-13,40000000.0,2001.0,563.0,6.4,2.35,0
Color,222.0,114.0,89.0,177.0,836.0,60923325.0,Comedy|Music,147317,2091,2.0,197.0,English,USA,R,,2010.0,719.0,6.4,1.85,12000
Color,118.0,106.0,23.0,418.0,1000.0,57887882.0,Comedy|Drama|Romance,35508,2325,2.0,211.0,English,USA,PG-13,50000000.0,2004.0,593.0,6.1,1.85,0
Color,100.0,108.0,287.0,823.0,4000.0,53955614.0,Action|Adventure|Comedy|Family|Sci-Fi,77415,8610,0.0,139.0,English,USA,PG-13,40000000.0,1998.0,835.0,6.1,2.35,0
Color,70.0,98.0,20.0,968.0,2000.0,54967359.0,Action|Horror,52805,7039,0.0,209.0,English,USA,R,40000000.0,1997.0,2000.0,5.2,1.85,0
Color,138.0,131.0,58.0,720.0,15000.0,54228104.0,Action|Adventure|Drama|Romance|Thriller,104991,17152,1.0,544.0,English,UK,PG-13,35000000.0,2002.0,1000.0,7.7,1.85,0
Color,274.0,118.0,65.0,638.0,11000.0,57981889.0,Crime|Drama|Thriller,173848,13943,1.0,203.0,English,USA,R,40000000.0,2011.0,980.0,7.3,2.35,25000
Color,349.0,113.0,174.0,767.0,14000.0,61094903.0,Action|Mystery|Thriller,210542,17152,3.0,332.0,English,UK,PG-13,30000000.0,2011.0,903.0,6.9,2.35,29000
Color,341.0,130.0,22000.0,19000.0,23000.0,53082743.0,Drama|Mystery|Sci-Fi|Thriller,844052,63986,1.0,1100.0,English,USA,PG-13,40000000.0,2006.0,20000.0,8.5,2.35,49000
Color,196.0,116.0,51.0,465.0,18000.0,54414716.0,Comedy|Crime,114294,30571,7.0,187.0,English,USA,R,42000000.0,2014.0,11000.0,6.3,2.35,12000
Color,83.0,89.0,7.0,91.0,3000.0,57011847.0,Adventure|Animation|Comedy|Family|Sci-Fi,20615,3361,2.0,44.0,English,USA,PG,40000000.0,2013.0,190.0,5.9,2.35,0
Color,283.0,139.0,0.0,19.0,708.0,50859889.0,Action|Adventure|Drama|Thriller,236000,848,0.0,1043.0,Maya,USA,R,40000000.0,2006.0,78.0,7.8,1.85,14000
Color,105.0,130.0,46.0,162.0,387.0,51185897.0,Action|Adventure|Thriller,69457,1233,1.0,271.0,English,UK,PG,30000000.0,1987.0,244.0,6.7,2.35,0
Color,351.0,107.0,190.0,520.0,2000.0,52000688.0,Action|Adventure|Sci-Fi|Thriller,171418,4243,0.0,619.0,English,USA,R,40000000.0,2010.0,1000.0,6.4,2.35,17000
Color,16.0,116.0,425.0,204.0,954.0,49851591.0,Comedy|Crime|Romance,7900,2179,3.0,34.0,English,USA,PG,40000000.0,1986.0,568.0,5.9,2.35,263
Color,195.0,96.0,192.0,501.0,40000.0,47781388.0,Mystery|Thriller,147504,41293,1.0,531.0,English,USA,PG-13,40000000.0,2004.0,534.0,6.6,2.35,0
Color,175.0,99.0,18.0,211.0,18000.0,52320979.0,Drama|Fantasy|Romance,114321,18693,0.0,548.0,English,USA,PG,40000000.0,2006.0,426.0,6.8,2.35,0
 Black and White,193.0,104.0,34.0,280.0,545.0,47806295.0,Horror|Mystery|Thriller,87447,1274,0.0,371.0,English,USA,PG-13,43000000.0,2005.0,351.0,6.5,2.35,0
Color,169.0,105.0,54.0,988.0,3000.0,51853450.0,Comedy|Drama|Family|Fantasy,37398,9069,0.0,110.0,English,USA,PG,25000000.0,2012.0,2000.0,6.6,1.85,11000
Color,128.0,101.0,10.0,681.0,1000.0,46012734.0,Comedy|Romance,54421,4298,2.0,101.0,English,USA,PG-13,40000000.0,2008.0,689.0,5.8,2.35,3000
Color,249.0,134.0,16000.0,235.0,880.0,47034272.0,Biography|Drama|Music|Musical,25465,2281,1.0,190.0,English,USA,R,40000000.0,2014.0,413.0,6.9,2.35,16000
Color,91.0,135.0,0.0,913.0,13000.0,45856732.0,Crime|Drama|Thriller,46221,16762,1.0,141.0,English,USA,PG-13,40000000.0,1997.0,936.0,7.1,2.35,0
Color,207.0,98.0,326.0,416.0,21000.0,59588068.0,Horror|Mystery|Thriller,89557,22318,1.0,376.0,English,USA,R,40000000.0,2003.0,534.0,5.8,1.85,0
Color,77.0,155.0,14000.0,11000.0,12000.0,44175394.0,Drama|History,56509,37570,2.0,227.0,English,USA,R,36000000.0,1997.0,11000.0,7.2,1.85,0
Color,25.0,106.0,323.0,0.0,472.0,45500797.0,Adventure|Drama|Romance,17443,519,2.0,56.0,English,USA,PG-13,40000000.0,1992.0,47.0,6.0,2.35,694
Color,211.0,102.0,25.0,473.0,1000.0,41797066.0,Action|Horror|Sci-Fi|Thriller,92789,4324,0.0,998.0,English,USA,R,40000000.0,2007.0,741.0,4.7,2.35,0
Color,19.0,95.0,80.0,287.0,3000.0,38087756.0,Comedy|Family,49612,4634,1.0,39.0,English,USA,PG,40000000.0,1994.0,450.0,5.2,1.85,0
Color,101.0,103.0,643.0,586.0,24000.0,37752931.0,Drama|Romance,20201,26938,2.0,180.0,English,USA,PG-13,40000000.0,2000.0,1000.0,5.5,1.85,0
Color,175.0,95.0,30.0,664.0,799.0,50562555.0,Comedy|Music|Romance,81334,2787,4.0,291.0,English,USA,PG-13,,2007.0,690.0,6.5,1.85,0
Color,342.0,109.0,99.0,57.0,176.0,37371385.0,Adventure|Comedy|Sci-Fi,192462,390,0.0,334.0,English,USA,R,40000000.0,2011.0,61.0,7.0,2.35,42000
